"DATASET","REP","CLIM_YR","PLT_SZ","SurvRate_JAGS","SurvRate_GLMM","SurvRate_True","GrwthRate_JAGS","GrwthRate_GLMM","GrwthRate_True"
"SimDat40yrHiGr",1,2002,1,0.5881564348063,0.719985877173966,0.722243789442332,28.8700513100749,111.962482027718,1.85265178871068
"SimDat40yrHiGr",1,2002,2.58689776396124,0.624434792987966,0.745266202715941,0.813620645764073,40.4720967646063,120.217380338943,3.77439019935036
"SimDat40yrHiGr",1,2002,5.43509194201455,0.651853214564324,0.763937307226909,0.867427041225206,52.6928248949846,127.086545105384,6.58040149832022
"SimDat40yrHiGr",1,2002,8.37819600856587,0.667396343672649,0.774375226477809,0.892284518332053,61.4539153894137,131.270258507992,9.09846504999341
"SimDat40yrHiGr",1,2002,11.394562374498,0.678225861742414,0.781590828466117,0.907367758748883,68.551076535762,134.326520665391,11.4539831378936
"SimDat40yrHiGr",1,2002,14.3928317919052,0.686327087772756,0.786960014796633,0.917529314954642,74.4853193666078,136.695668946005,13.6430783797735
"SimDat40yrHiGr",1,2002,17.4168456893173,0.692858055136411,0.791271600558908,0.925061710580294,79.7089985047787,138.6608049276,15.7370447540314
"SimDat40yrHiGr",1,2002,20.4492023787929,0.698295592890092,0.79485032264194,0.930905753655456,84.3883031233818,140.336607789263,17.7465355750041
"SimDat40yrHiGr",1,2002,23.4679857009673,0.702916424643519,0.797883962007272,0.935580003940674,88.620848270916,141.790359660759,19.6737058447804
"SimDat40yrHiGr",1,2002,26.4680666305487,0.706919973324052,0.800506912546926,0.939421177270463,92.4921946879318,143.072814798219,21.5280012349379
"SimDat40yrHiGr",1,2002,29.4813766244729,0.710481151588482,0.8028359290547,0.942680721203849,96.1053594208858,144.232061397077,23.3379430929316
"SimDat40yrHiGr",1,2002,32.4669190254479,0.71364539364929,0.804902189451244,0.945456644677376,99.4574092437382,145.277161001743,25.0858388512786
"SimDat40yrHiGr",1,2002,35.4521633345378,0.716512676522339,0.806772032517984,0.947877084337539,102.615887484344,146.236765807996,26.793576658087
"SimDat40yrHiGr",1,2002,38.3948724021863,0.719096869216385,0.808455273778681,0.949983224399555,105.565696501041,147.112140898841,28.4419238800301
"SimDat40yrHiGr",1,2002,41.41768651391,0.72153952004856,0.810044624399725,0.951909962867001,108.44773064071,147.948948224096,30.1023950413644
"SimDat40yrHiGr",1,2002,44.4207985104545,0.723784108081904,0.811503679858848,0.953626857723956,111.179645795203,148.72611374408,31.7221272942292
"SimDat40yrHiGr",1,2002,47.381327188688,0.725843058232303,0.812840890832072,0.955157580916853,113.758625018584,149.446060089816,33.292152237747
"SimDat40yrHiGr",1,2002,50.3660178676982,0.727783663712979,0.814100232854361,0.956562410324602,116.25553720351,150.130923210977,34.8502188189642
"SimDat40yrHiGr",1,2002,53.3730542950344,0.729617841601148,0.815289626291141,0.957857026791124,118.676461294807,150.783945010466,36.3966502244237
"SimDat40yrHiGr",1,2002,56.4401395039259,0.731377754753328,0.816430069439262,0.959069480755506,121.056777373383,151.415839414549,37.9515649848245
"SimDat40yrHiGr",1,2002,59.5477200143269,0.733059115668507,0.817518897540821,0.960201091809163,123.3849348458,152.024469194785,39.505495605716
"SimDat40yrHiGr",1,2002,62.5132346794858,0.734577918128203,0.818501866453248,0.961201222903658,125.534712417789,152.578468346088,40.9694812349568
"SimDat40yrHiGr",1,2002,65.4022525955798,0.735984824358464,0.819411925732756,0.962109272109842,127.566707160782,153.095271778347,42.3790048608317
"SimDat40yrHiGr",1,2002,68.363024324324,0.737358961044328,0.820300339570642,0.962979343365401,129.589995228232,153.603443782901,43.8073939393912
"SimDat40yrHiGr",1,2002,71.4628636164746,0.738730659453704,0.821186741622076,0.963831524920475,131.648669254232,154.114114955148,45.286314970743
"SimDat40yrHiGr",1,2002,74.5820454297392,0.740047739045482,0.82203744529125,0.964634623668012,133.662878046762,154.607690867465,46.7582771468118
"SimDat40yrHiGr",1,2002,77.5031984579935,0.741228492386676,0.822799764605833,0.965342150927802,135.50054286422,155.052909163598,48.1228145933518
"SimDat40yrHiGr",1,2002,80.3983200736663,0.742352344398243,0.823525060513015,0.96600479287802,137.278290298762,155.479097913838,49.4624956728348
"SimDat40yrHiGr",1,2002,83.2803153907084,0.743428600276596,0.824219380801008,0.966629626648665,139.007450884312,155.889479058677,50.7841131494085
"SimDat40yrHiGr",1,2002,86.1944809986906,0.744476799607107,0.82489536091005,0.96722911427493,140.717125634612,156.291292566826,52.1088470935862
"SimDat40yrHiGr",1,2002,89.2999312115543,0.745552553763585,0.825588867745778,0.967835174818621,142.498496958085,156.70587746379,53.50820995944
"SimDat40yrHiGr",1,2002,92.5321072650703,0.746630175229927,0.826283334511287,0.968433065856609,144.310646047672,157.123448456913,54.9517513202064
"SimDat40yrHiGr",1,2002,95.563197366089,0.747604475586402,0.826911009215586,0.968965777668835,145.973343326697,157.502955771622,56.2940092108639
"SimDat40yrHiGr",1,2002,98.4998451822912,0.748517119509054,0.827498786503991,0.969458085788958,147.552117953416,157.86016247841,57.5842762458473
"SimDat40yrHiGr",1,2002,101.582785938045,0.749444151027258,0.828095657340287,0.96995159611242,149.177227654558,158.224715241637,58.9284623065085
"SimDat40yrHiGr",1,2002,104.609020660149,0.750325045365961,0.828662663388631,0.970414481615523,150.741811540105,158.572740375107,60.2379879172449
"SimDat40yrHiGr",1,2002,107.614900657569,0.751173179355523,0.829208437600599,0.970854624223464,152.267249883395,158.909323304105,61.5293137291795
